Date,sp500,osk
2022-03-30,4602.45,106.519997
2022-03-31,4530.41,100.650002
2022-04-01,4545.86,99.43
2022-04-04,4582.64,101.470001
2022-04-05,4525.12,98.790001
2022-04-06,4481.15,96.739998
2022-04-07,4500.21,95.5
2022-04-08,4488.28,93.879997
2022-04-11,4412.53,94.489998
2022-04-12,4397.45,94.330002
2022-04-13,4446.59,96.860001
2022-04-14,4392.59,97.470001
2022-04-18,4391.69,96.830002
2022-04-19,4462.21,99.5
2022-04-20,4459.45,99.660004
2022-04-21,4393.66,99.209999
2022-04-22,4271.78,97.379997
2022-04-25,4296.12,98.400002
2022-04-26,4175.2,94.360001
2022-04-27,4183.96,94.279999
2022-04-28,4287.5,94.089996
2022-04-29,4131.93,92.440002
2022-05-02,4155.38,93.989998
2022-05-03,4175.48,94.559998
2022-05-04,4300.17,97.889999
2022-05-05,4146.87,93.879997
2022-05-06,4123.34,92.830002
2022-05-09,3991.24,90.809998
2022-05-10,4001.05,89.760002
2022-05-11,3935.18,87.360001
2022-05-12,3930.08,88.190002
2022-05-13,4023.89,88.120003
2022-05-16,4008.01,87.290001
2022-05-17,4088.85,91.709999
2022-05-18,3923.68,90.199997
2022-05-19,3900.79,89.620003
2022-05-20,3901.36,88.5
2022-05-23,3973.75,90.220001
2022-05-24,3941.48,88.989998
2022-05-25,3978.73,91.269997
2022-05-26,4057.84,92.989998
2022-05-27,4158.24,92.610001
2022-05-31,4132.15,92.910004
2022-06-01,4101.23,91.889999
2022-06-02,4176.82,94.709999
2022-06-03,4108.54,94.389999
2022-06-06,4121.43,96.07
2022-06-07,4160.68,97.300003
2022-06-08,4115.77,96.389999
2022-06-09,4017.82,93.050003
2022-06-10,3900.86,90.82
2022-06-13,3749.63,86.82
2022-06-14,3735.48,86.410004
2022-06-15,3789.99,87.589996
2022-06-16,3666.77,81.370003
2022-06-17,3674.84,81.769997
2022-06-21,3764.79,82.93
2022-06-22,3759.89,82.220001
2022-06-23,3795.73,80.589996
2022-06-24,3911.74,84.769997
2022-06-27,3900.11,84.339996
2022-06-28,3821.55,84.410004
2022-06-29,3818.83,82.889999
2022-06-30,3785.38,82.139999
2022-07-01,3825.33,82.029999
2022-07-05,3831.39,81.18
2022-07-06,3845.08,80.290001
2022-07-07,3902.62,82.0
2022-07-08,3899.38,81.0
2022-07-11,3854.43,80.269997
2022-07-12,3818.8,80.489998
2022-07-13,3801.78,79.949997
2022-07-14,3790.38,79.290001
2022-07-15,3863.16,80.57
2022-07-18,3830.85,80.510002
2022-07-19,3936.69,84.589996
2022-07-20,3959.9,85.400002
2022-07-21,3998.95,85.980003
2022-07-22,3961.63,85.529999
2022-07-25,3966.84,87.230003
2022-07-26,3921.05,86.080002
2022-07-27,4023.61,89.510002
2022-07-28,4072.43,83.970001
2022-07-29,4130.29,86.099998
2022-08-01,4118.63,84.489998
2022-08-02,4091.19,84.639999
2022-08-03,4155.17,83.5
2022-08-04,4151.94,82.980003
2022-08-05,4145.19,83.199997
2022-08-08,4140.06,84.019997
2022-08-09,4122.47,82.290001
2022-08-10,4210.24,85.059998
2022-08-11,4207.27,86.57
2022-08-12,4280.15,86.360001
2022-08-15,4297.14,87.809998
2022-08-16,4305.2,89.019997
2022-08-17,4274.04,85.739998
2022-08-18,4283.74,85.82
2022-08-19,4228.48,84.970001
2022-08-22,4137.99,82.379997
2022-08-23,4128.73,83.580002
2022-08-24,4140.77,83.040001
2022-08-25,4199.12,84.519997
2022-08-26,4057.66,81.230003
2022-08-29,4030.61,80.610001
2022-08-30,3986.16,80.550003
2022-08-31,3955.0,79.760002
2022-09-01,3966.85,79.559998
2022-09-02,3924.26,79.400002
2022-09-06,3908.19,78.300003
2022-09-07,3979.87,79.160004
2022-09-08,4006.18,79.919998
2022-09-09,4067.36,82.349998
2022-09-12,4110.41,82.940002
2022-09-13,3932.69,79.099998
2022-09-14,3946.01,79.059998
2022-09-15,3901.35,79.760002
2022-09-16,3873.33,77.589996
2022-09-19,3899.89,79.269997
2022-09-20,3855.93,77.540001
2022-09-21,3789.93,75.910004
2022-09-22,3757.99,73.830002
2022-09-23,3693.23,71.940002
2022-09-26,3655.04,70.68
2022-09-27,3647.29,70.43
2022-09-28,3719.04,72.169998
2022-09-29,3640.47,71.099998
2022-09-30,3585.62,70.290001
2022-10-03,3678.43,72.790001
2022-10-04,3790.93,77.290001
2022-10-05,3783.28,77.410004
2022-10-06,3744.52,76.379997
2022-10-07,3639.66,74.559998
2022-10-10,3612.39,74.610001
2022-10-11,3588.84,75.410004
2022-10-12,3577.03,74.839996
2022-10-13,3669.91,77.370003
2022-10-14,3583.07,75.690002
2022-10-17,3677.95,77.809998
2022-10-18,3719.98,79.5
2022-10-19,3695.16,79.209999
2022-10-20,3665.78,78.080002
2022-10-21,3752.75,82.099998
